X,Y,OBJECTID,NoticeNum,DateNotice,NT,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,Year
1412325.8,595539.6635,725830,1740697A,2018/11/01 15:28:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 039,1105 MCKEAN AVE,2018
1412201.595,595574.0161,725838,1864023A,2019/12/08 20:59:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 047,1110 MCKEAN AVE,2019
1412196.181,595681.9742,725846,1999367A,2021/05/27 10:51:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 055,1126 MCKEAN AVE,2021
1412112.833,595516.7702,725868,1512741A,2017/03/23 14:29:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 077,1103 N MONROE ST,2017
1412102,595444.8874,725871,1892733A,2020/04/14 16:47:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 080,1830 RIGGS AVE,2020
1412345.527,595456.8369,725884,1871573A,2020/01/12 15:31:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0050 093,1804 RIGGS AVE,2020
1413649.245,595861.5654,725912,1642763A,2018/02/22 14:40:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0053 032,1152 N STRICKER ST,2018
1413658.159,595675.428,725925,1886794A,2020/03/13 13:35:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0053 045,1126 N STRICKER ST,2020
1413793.863,595820.8926,725987,1921526A,2020/08/06 21:39:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0054 026,1151 N STRICKER ST,2020
1414461.186,595640.7256,726049,1915935A,2020/07/17 14:58:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0055B010,1118 N CAREY ST,2020
1414608.982,595594.3406,726136,1999368A,2021/05/27 16:32:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C006,1111 N CAREY ST,2021
1414607.044,595636.1919,726139,2170630A,2022/10/04 14:47:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C009,1117 N CAREY ST,2022
1414598.683,595824.2564,726152,1872228A,2020/01/19 12:36:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C022,1143 N CAREY ST,2020
1414850.306,595876.3662,726164,1839687A,2019/09/08 10:49:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C040,1150 N CARROLLTON AVE,2019
1414854.879,595780.2513,726171,1747381A,2018/12/24 08:44:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C047,1136 N CARROLLTON AVE,2018
1414855.497,595766.3927,726172,1614560A,2017/12/03 17:09:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C048,1134 N CARROLLTON AVE,2017
1414856.257,595752.7369,726173,2052642A,2021/10/22 20:06:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C049,1132 N CARROLLTON AVE,2021
1414760.366,595551.9174,726194,1842064A,2019/09/13 11:46:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055C070,1208 RIGGS AVE,2019
1414984.89,595910.775,726244,1785749A,2019/05/03 11:11:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055D030,1155 N CARROLLTON AVE,2019
1414989.256,595882.7947,726246,1785322A,2019/05/03 10:47:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055D032,1151 N CARROLLTON AVE,2019
1414997.968,595799.7781,726252,1759351A,2019/02/04 14:09:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055D038,1139 N CARROLLTON AVE,2019
1415007.163,595618.6214,726265,1877080A,2020/02/21 14:14:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0055D051,1113 N CARROLLTON AVE,2020
1410520.705,595218.0697,726328,1614562A,2017/12/03 17:09:00+00,Vacant,I,9,BRIDGEVIEW/GREENLAWN,0056A052,2229 RIGGS AVE,2017
1411969.439,595043.9512,726354,2054615A,2021/10/31 22:23:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0058 005,1908 MOSHER ST,2021
1411782.264,595034.9893,726363,1680534A,2018/06/21 11:48:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0058 014,1926 MOSHER ST,2018
1411684.251,595030.0835,726370,1999854A,2021/05/27 16:58:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0058 021,1940 MOSHER ST,2021
1411642.267,595028.0372,726373,2170692A,2022/09/30 09:03:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0058 024,1946 MOSHER ST,2022
1411982.229,595222.1028,726407,2149640A,2022/09/22 10:22:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0058 058,1018 N MONROE ST,2022
1412453.742,595145.1856,726453,1659753A,2018/04/24 15:12:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 008,1014 N FULTON AVE,2018
1412451.477,595208.9499,726457,1962961A,2021/01/12 07:16:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 012,1022 N FULTON AVE,2021
1412449.962,595251.8652,726460,1863581A,2019/11/29 16:14:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 015,1028 N FULTON AVE,2019
1412139.097,595300.5314,726477,1858395A,2019/11/07 08:09:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 032,1827 RIGGS AVE,2019
1412133.716,595176.5986,726486,1832987A,2019/08/22 14:54:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 041,1011 N MONROE ST,2019
1412135.095,595149.785,726488,1502596A,2017/02/14 11:01:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 043,1007 N MONROE ST,2017
1412256.422,595057.5628,726502,1684544A,2018/07/29 11:01:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 057,1812 MOSHER ST,2018
1412372.92,595063.423,726507,1576549A,2017/08/18 15:12:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 062,1802 MOSHER ST,2017
1412349.03,595133.2969,726510,1972204A,2021/02/24 19:01:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 065,1003 MCKEAN AVE,2021
1412348.526,595146.6125,726511,1513513A,2017/03/31 14:41:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 066,1005 MCKEAN AVE,2017
1412217.64,595234.403,726521,1618489A,2017/12/20 13:43:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 076,1018 MCKEAN AVE,2017
1412218.316,595220.7485,726522,1962354A,2021/01/08 12:42:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 077,1016 MCKEAN AVE,2021
1412221.681,595153.8687,726527,1609394A,2018/01/04 14:14:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0059 082,1006 MCKEAN AVE,2018
1412881.122,595101.5646,726533,1659751A,2018/04/24 15:12:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0060 004,1006 N MOUNT ST,2018
1412880.385,595116.1584,726534,1553997A,2017/06/28 13:29:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0060 005,1008 N MOUNT ST,2017
1412635.697,595327.6501,726539,1962962A,2021/01/12 07:20:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0060 039,1041 N FULTON AVE,2021
1413279.079,595264.7687,726571,1900332A,2020/05/27 14:16:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 006,1018 N GILMOR ST,2020
1413017.21,595349.1101,726595,1601080A,2017/10/23 10:18:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 030,1045 N MOUNT ST,2017
1413018.521,595322.6728,726597,1679488A,2018/06/15 13:38:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 032,1041 N MOUNT ST,2018
1413019.162,595309.6302,726598,1680359A,2018/07/29 10:43:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 033,1039 N MOUNT ST,2018
1413021.925,595283.9547,726600,1617661A,2017/12/20 12:48:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 035,1035 N MOUNT ST,2017
1413023.847,595245.1054,726603,1617662A,2017/12/20 12:49:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 038,1029 N MOUNT ST,2017
1413027.052,595180.135,726607,2022619A,2021/07/24 21:47:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 043,1019 N MOUNT ST,2021
1413029.62,595128.0206,726611,1617663A,2017/12/20 12:49:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 047,1011 N MOUNT ST,2017
1413030.261,595115.0056,726612,1617677A,2017/12/20 12:50:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 048,1009 N MOUNT ST,2017
1413030.904,595101.8845,726613,1617669A,2017/12/20 12:50:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 049,1007 N MOUNT ST,2017
1413031.546,595088.9197,726614,1617666A,2017/12/20 12:50:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0061 050,1005 N MOUNT ST,2017
1413485.57,595361.3269,726652,1990168A,2021/05/02 01:20:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0062 030,1527 RIGGS AVE,2021
1414517.66,595162.8818,726728,1765904A,2019/02/24 13:22:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 001,1300 MOSHER ST,2019
1414504.594,595162.6574,726729,1734341A,2018/10/14 11:13:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 002,1302 MOSHER ST,2018
1414450.689,595160.2991,726733,1655466A,2018/04/10 11:36:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 006,1310 MOSHER ST,2018
1414317.063,595176.9851,726742,1492155A,2017/01/19 14:25:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 015,1328 MOSHER ST,2017
1414289.398,595147.7486,726744,1758737A,2019/01/27 09:47:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 017,1332 MOSHER ST,2019
1414275.884,595146.7489,726745,1804933A,2019/07/03 15:17:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 018,1334 MOSHER ST,2019
1414262.751,595146.8857,726746,1966480A,2021/01/25 01:58:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 019,1336 MOSHER ST,2021
1414237.325,595145.4428,726748,1723612A,2018/09/16 10:14:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 021,1340 MOSHER ST,2018
1414224.211,595144.704,726749,1723613A,2018/09/16 10:13:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 022,1342 MOSHER ST,2018
1414196.117,595142.9776,726751,1780607A,2019/04/17 09:44:00+00,Vacant,H,9,SANDTOWN-WINCHESTER,0064 024,1346 MOSHER ST,2019
1414623.786,595408.0634,726821,1649517A,2018/03/16 10:45:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0065 034,1037 N CAREY ST,2018
1414835.619,595386.1385,726823,1539726A,2017/05/30 15:37:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0065 036,1024 N CARROLLTON AVE,2017
1415122.691,595215.4558,726873,1848774A,2019/10/02 11:07:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0066 011,1122 MOSHER ST,2019
1415016.517,595367.7541,726891,1783712A,2019/04/28 10:04:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0066 029,1021 N CARROLLTON AVE,2019
1415163.625,595412.7438,726901,1615878A,2017/12/09 23:54:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0066 038,1117 RIGGS AVE,2017
1411509.307,594851.7521,726951,2105751A,2022/05/13 16:22:00+00,Vacant,J,9,BRIDGEVIEW/GREENLAWN,0070 005,924 N PAYSON ST,2022
1411513.809,594767.5322,726957,1956433A,2021/02/24 18:37:00+00,Vacant,J,9,BRIDGEVIEW/GREENLAWN,0070 011,912 N PAYSON ST,2021
1411719.244,594637.4714,726976,1751144A,2018/12/24 10:41:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 020,1938 W LAFAYETTE AVE,2018
1411677.466,594635.4419,726979,1962439A,2021/01/08 15:39:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 023,1944 W LAFAYETTE AVE,2021
1411864.64,594892.9348,727007,1882479A,2020/02/27 16:04:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 051,1925 MOSHER ST,2020
1411976.306,594898.1303,727015,1838887A,2019/09/13 11:24:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 059,1909 MOSHER ST,2019
1412019.578,594900.2416,727018,1999892A,2021/05/27 17:17:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 062,1903 MOSHER ST,2021
1412001.61,594816.5724,727022,1691616A,2018/07/05 10:23:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 066,916 N MONROE ST,2018
1411906.509,594717.4995,727032,2001204A,2021/05/28 23:00:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 076,903 APPLETON ST,2021
1411902.377,594797.8605,727038,1660298A,2018/04/24 15:15:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 082,915 APPLETON ST,2018
1411764.423,594724.551,727050,2040894A,2021/09/19 11:20:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0071 094,904 APPLETON ST,2021
1412150.22,594837.0087,727121,2047081A,2021/10/05 14:17:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0072 035,919 N MONROE ST,2021
1412151.465,594809.9602,727123,2134494A,2022/07/08 18:31:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0072 037,915 N MONROE ST,2022
1412240.767,594773.5354,727164,1875734A,2020/01/31 16:32:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0072 078,908 MCKEAN AVE,2020
1413039.555,594870.8548,727219,2018887A,2021/07/13 15:26:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 004,933 N MOUNT ST,2021
1413035.438,594955.3812,727225,1646796A,2018/03/09 10:19:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 010,945 N MOUNT ST,2018
1413034.25,594969.8307,727226,2005434A,2021/06/12 08:34:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 011,947 N MOUNT ST,2021
1413105.202,594958.5521,727229,2043257A,2021/09/29 10:00:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 014,1627 MOSHER ST,2021
1413120.293,594958.6742,727230,1765951A,2019/03/03 11:04:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 015,1625 MOSHER ST,2019
1413134.023,594959.6568,727231,2105833A,2022/05/09 13:14:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 016,1623 MOSHER ST,2022
1413291.007,594978.6384,727239,2027083A,2021/08/06 09:47:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 024,940 N GILMOR ST,2021
1413292.68,594936.3251,727242,1569900A,2017/08/06 17:38:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0074 027,934 N GILMOR ST,2017
1413445.724,594879.2288,727304,1885118A,2020/02/28 16:33:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0075 006,911 N GILMOR ST,2020
1413444.533,594903.8587,727306,1760320A,2019/01/31 14:46:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0075 008,913 1/2 N GILMOR ST,2019
1413688.59,594980.6253,727323,1803433A,2019/06/16 18:21:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0075 025,934 N STRICKER ST,2019
1413701.475,594718.1261,727339,1814496A,2019/07/14 22:25:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0075 041,902 N STRICKER ST,2019
1413847.273,594988.5288,727382,1539734A,2017/05/30 15:39:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0076 018,935 N STRICKER ST,2017
1413846.099,595020.5418,727384,1539735A,2017/05/30 15:40:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0076 020,939 N STRICKER ST,2017
1414023.443,594994.8641,727391,1999374A,2021/05/27 13:31:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0076 027,1413 MOSHER ST,2021
1414120.549,594750.7428,727410,1855422A,2019/10/25 17:17:00+00,Vacant,J,9,SANDTOWN-WINCHESTER,0076 045,1402 W LAFAYETTE AVE,2019
1414234.724,595012.9664,727465,1615891A,2017/12/09 23:55:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 017,1339 MOSHER ST,2017
1414242.541,594948.1184,727469,1660979A,2018/04/27 14:58:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 021,921 N CALHOUN ST,2018
1414244.567,594910.7169,727471,2067323A,2021/12/18 21:42:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 023,917 N CALHOUN ST,2021
1414249.786,594856.9578,727475,1942999A,2020/11/30 12:50:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 027,909 N CALHOUN ST,2020
1414368.376,594785.249,727490,1862926A,2019/11/27 14:04:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 042,1322 W LAFAYETTE AVE,2019
1414428.489,594788.1132,727494,2065411A,2021/12/10 16:34:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 046,1314 W LAFAYETTE AVE,2021
1414489.398,594770.2667,727498,1655826A,2018/04/10 09:06:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0077 050,1306 W LAFAYETTE AVE,2018
1414810.347,595013.7541,727563,1892093A,2020/04/03 15:42:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0078 034,1207 MOSHER ST,2020
1414887.382,595069.108,727566,1683867A,2019/03/24 09:44:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0078 037,930 N CARROLLTON AVE,2019
1414888.052,595053.4433,727567,1848216A,2019/10/01 10:37:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0078 038,928 N CARROLLTON AVE,2019
1414876.733,594905.3331,727575,1841143A,2019/09/13 11:19:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0078 046,912 N CARROLLTON AVE,2019
1415333.78,594853.0914,727600,1875106A,2020/01/29 13:44:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0079 001,1100 W LAFAYETTE AVE,2020
1415272.841,595085.6706,727632,1999461A,2021/05/27 14:31:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0079 026,920 N ARLINGTON AVE,2021
1415275.707,595028.07,727635,1504907A,2017/02/22 14:32:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0079 029,914 N ARLINGTON AVE,2017
1415663.276,594853.785,727642,1554009A,2017/06/28 13:30:00+00,Vacant,I,9,SANDTOWN-WINCHESTER,0080 002,1002 W LAFAYETTE AVE,2017
1411380.479,594189.0944,727678,1898210A,2020/05/18 18:00:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0082 010,2022 W LANVALE ST,2020
1411534.765,594312.1076,727704,1986013A,2021/04/18 05:27:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0082 050,810 N PAYSON ST,2021
1411538.921,594240.7209,727709,1758372A,2019/01/27 10:53:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0082 055,800 N PAYSON ST,2019
1411456.188,594284.8596,727713,1874298A,2020/01/28 17:26:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0082 059,807 N BRICE ST,2020
1411452.569,594365.7236,727719,1747979A,2018/12/09 09:35:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0082 065,819 N BRICE ST,2018
1411994.965,594219.2928,727739,1521276A,2017/04/20 17:03:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 006,1910 W LANVALE ST,2017
1411980.798,594218.5956,727740,1742397A,2018/11/13 08:07:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 007,1912 W LANVALE ST,2018
1411952.818,594217.2242,727742,1998137A,2021/05/24 22:15:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 009,1916 W LANVALE ST,2021
1411897.276,594214.3141,727746,1920579A,2020/07/31 18:35:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 013,1924 W LANVALE ST,2020
1411781.138,594208.7879,727750,1739354A,2018/11/01 15:27:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 017,1932 W LANVALE ST,2018
1411687.338,594277.0729,727761,1709772A,2018/08/16 13:27:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 028,803 N PAYSON ST,2018
1411682.979,594360.4329,727767,2076615A,2022/03/30 09:57:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 034,815 N PAYSON ST,2022
1411925.715,594500.6092,727789,1607286A,2017/11/03 21:42:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 056,1919 W LAFAYETTE AVE,2017
1412019.457,594419.377,727800,2069387A,2022/07/21 17:27:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 068,820 N MONROE ST,2022
1412021.343,594377.4414,727803,1877474A,2020/02/08 11:01:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 071,814 N MONROE ST,2020
1411927.043,594287.6627,727812,1781334A,2019/04/20 09:00:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 080,803 APPLETON ST,2019
1411784.781,594294.8609,727834,1788086A,2019/05/08 08:42:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0083 102,804 APPLETON ST,2019
1412498.477,594328.1151,727844,1554011A,2017/06/28 13:30:00+00,Vacant,J,9,HARLEM PARK,0084 008,814 N FULTON AVE,2017
1412393.208,594524.9372,727855,2009244A,2021/06/26 21:32:00+00,Vacant,J,9,HARLEM PARK,0084 021,1801 W LAFAYETTE AVE,2021
1412166.642,594426.5037,727868,1874127A,2020/01/24 12:14:00+00,Vacant,J,9,HARLEM PARK,0084 039,821 N MONROE ST,2020
1412172.491,594299.5712,727877,2175411A,2022/10/21 08:16:00+00,Vacant,J,9,HARLEM PARK,0084 048,803 N MONROE ST,2022
1412153.089,594226.9151,727879,2031091A,2021/08/21 10:17:00+00,Vacant,J,9,HARLEM PARK,0084 050,1838 W LANVALE ST,2021
1412390.385,594238.7009,727892,1867381A,2019/12/22 21:16:00+00,Vacant,J,9,HARLEM PARK,0084 064,1812 W LANVALE ST,2019
1412252.944,594360.4182,727915,2056806A,2021/11/05 13:25:00+00,Vacant,J,9,HARLEM PARK,0084 086,810 MCKEAN AVE,2021
1412253.601,594346.4051,727916,2031819A,2021/08/21 10:54:00+00,Vacant,J,9,HARLEM PARK,0084 087,808 MCKEAN AVE,2021
1412255.612,594304.1496,727919,1985284A,2021/04/18 11:38:00+00,Vacant,J,9,HARLEM PARK,0084 090,802 MCKEAN AVE,2021
1413708.335,594304.9711,728036,2189693A,2022/12/06 16:38:00+00,Vacant,J,9,HARLEM PARK,0087 004,1506 W LANVALE ST,2022
1413676.743,594303.4717,728038,2189695A,2022/12/06 16:40:00+00,Vacant,J,9,HARLEM PARK,0087 006,1510 W LANVALE ST,2022
1413629.805,594301.2562,728041,1614951A,2017/12/06 14:16:00+00,Vacant,J,9,HARLEM PARK,0087 009,1516 W LANVALE ST,2017
1413707.903,594444.3832,728084,1898211A,2020/05/18 18:00:00+00,Vacant,J,9,HARLEM PARK,0087 057,812 N STRICKER ST,2020
1414425.32,594345.3506,728092,1539739A,2017/05/30 15:40:00+00,Vacant,I,9,HARLEM PARK,0089 003,1306 W LANVALE ST,2017
1414264.408,594502.4408,728111,1851746A,2019/10/16 13:20:00+00,Vacant,I,9,HARLEM PARK,0089 022,819 N CALHOUN ST,2019
1414238.166,594609.9829,728117,2069616A,2021/12/27 15:37:00+00,Vacant,I,9,HARLEM PARK,0089 027,1339 W LAFAYETTE AVE,2021
1414268.941,594611.4872,728119,1998475A,2021/05/24 23:01:00+00,Vacant,I,9,HARLEM PARK,0089 029,1335 W LAFAYETTE AVE,2021
1414314.571,594613.7198,728122,1614952A,2017/12/06 14:16:00+00,Vacant,I,9,HARLEM PARK,0089 032,1329 W LAFAYETTE AVE,2017
1414500.821,594643.1125,728133,2023081A,2021/07/27 14:15:00+00,Vacant,I,9,HARLEM PARK,0089 042,842 N CAREY ST,2021
1414515.872,594418.9568,728147,1898218A,2020/05/18 18:00:00+00,Vacant,I,9,HARLEM PARK,0089 056,814 N CAREY ST,2020
1414520.821,594308.7621,728154,2168263A,2022/09/28 13:57:00+00,Vacant,I,9,HARLEM PARK,0089 063,800 N CAREY ST,2022
1414868.882,594574.1772,728159,1968480A,2021/02/01 23:39:00+00,Vacant,I,9,HARLEM PARK,0090 008,822 N CARROLLTON AVE,2021
1414880.888,594647.2614,728161,1617679A,2017/12/20 12:50:00+00,Vacant,I,9,HARLEM PARK,0090 010,826 N CARROLLTON AVE,2017
1414811.392,594343.4316,728194,2105165A,2022/05/11 12:23:00+00,Vacant,I,9,HARLEM PARK,0090 042,1218 W LANVALE ST,2022
1415667.952,594652.6994,728213,1773940A,2019/03/28 08:33:00+00,Vacant,I,9,HARLEM PARK,0092 014,1007 W LAFAYETTE AVE,2019
1415651.548,594651.8648,728214,1889146A,2020/04/14 15:13:00+00,Vacant,I,9,HARLEM PARK,0092 015,1009 W LAFAYETTE AVE,2020
1415501.583,594380.0618,728219,1867380A,2019/12/22 21:15:00+00,Vacant,I,9,HARLEM PARK,0092 028,801 N ARLINGTON AVE,2019
1411557.977,593970.6673,728240,1789759A,2019/05/11 08:10:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 003,714 N PAYSON ST,2019
1411593.957,593767.1109,728248,1504909A,2017/02/23 12:27:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 011,2000 HARLEM AVE,2017
1411580.344,593766.4899,728249,2105141A,2022/05/11 12:13:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 012,2002 HARLEM AVE,2022
1411511.322,593763.3583,728254,1900539A,2020/05/28 15:23:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 017,2012 HARLEM AVE,2020
1411320.135,593838.288,728275,1765903A,2019/03/06 11:22:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 038,2027 RAYNER AVE,2019
1411477.768,593845.4048,728286,1765905A,2019/03/06 11:22:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0094 049,2005 RAYNER AVE,2019
1412048.509,593923.2127,728335,2041482A,2021/09/21 12:28:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 006,710 N MONROE ST,2021
1411945.231,594076.6044,728352,1776314A,2019/04/05 10:26:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 023,1907 W LANVALE ST,2019
1411931.359,594075.9945,728353,2037807A,2022/04/23 00:24:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 024,1909 W LANVALE ST,2022
1411691.78,594059.7403,728365,2105162A,2022/05/11 12:26:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 036,1933 W LANVALE ST,2022
1411702.137,593940.6674,728372,1982818A,2021/05/15 09:48:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 043,715 N PAYSON ST,2021
1411705.462,593865.6147,728377,1817062A,2019/07/19 08:50:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 048,705 N PAYSON ST,2019
1411915.888,593788.1585,728392,2105164A,2022/05/11 12:26:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 063,1924 HARLEM AVE,2022
1411939.901,593874.7636,728407,1739356A,2018/11/19 08:53:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 078,705 APPLETON ST,2018
1411935.297,593987.017,728415,1879937A,2020/03/12 15:57:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 086,721 APPLETON ST,2020
1411934.719,594001.1098,728416,1985577A,2021/04/28 15:46:00+00,Vacant,J,9,MIDTOWN-EDMONDSON,0095 087,723 APPLETON ST,2021
